Season,Seed,Team
2019,Y16,1233
2019,Z01,1438
2019,Z02,1397
2019,Z03,1345
2019,Z04,1243
2019,Z05,1458
2019,Z06,1437
2019,Z07,1153
2019,Z08,1279
2019,Z09,1328
2019,Z10,1234
2019,Z11,1388
2019,Z12,1332
2019,Z13,1414
2019,Z14,1330
2019,Z15,1159
2019,Z16,1205
2022,W01,1124
2022,W02,1246
2022,W03,1345
2022,W04,1417
2022,W05,1388
2022,W06,1400
2022,W07,1293
2022,W08,1314
2022,W09,1266
2022,W10,1362
2022,W11,1439
2022,W12a,1231
2022,W12b,1461
2022,W13,1103
2022,W14,1463
2022,W15,1389
2022,W16,1313
2022,X01,1211
2022,X02,1181
2022,X03,1403
2022,X04,1116
2022,X05,1163
2022,X06,1104
2022,X07,1277
2022,X08,1129
2022,X09,1272
2022,X10,1172
2022,X11a,1323
2022,X11b,1353
2022,X12,1308
2022,X13,1436
2022,X14,1286
2022,X15,1168
2022,X16,1209
2022,Y01,1242
2022,Y02,1120
2022,Y03,1458
2022,Y04,1344
2022,Y05,1234
2022,Y06,1261
2022,Y07,1425
2022,Y08,1361
2022,Y09,1166
2022,Y10,1274
2022,Y11,1235
2022,Y12,1350
2022,Y13,1355
2022,Y14,1159
2022,Y15,1240
2022,Y16a,1394
2022,Y16b,1411
2022,Z01,1112
2022,Z02,1437
2022,Z03,1397
2022,Z04,1228
2022,Z05,1222
2022,Z06,1161
2022,Z07,1326
2022,Z08,1371
2022,Z09,1395
2022,Z10,1260
2022,Z11,1276
2022,Z12,1412
2022,Z13,1151
2022,Z14,1255
2022,Z15,1174
2022,Z16a,1136
2022,Z16b,1460
